,Tournament,from,to,Organizer(s),Tournament director,Chief Arbiter,Deputy Chief Arbiter,Arbiter,Location,FED,Last update ,teams,n,Rd,Rd-Akt,DB-Key,System,Month
414,Чемпіонат Закарпатської області серед юнаків та дівчат до 12 років,20210417,20210418,"ФШЗО, Управління молоді та спорту ОДА, ""Спорт для всіх""",Мошак Юрій,"IA, IO Кейк Микола",1К Вачиля Андрій,"НА Федів Олександр, 2К Щербаков Сергій, 2К Тегзе Микола",Мукачево,UKR,18.04.2021  14:25 ,0,62,9,9,557247,Schweizer System                                            ,4
415,Shahova Bukovyna-2021 (Blitz),20210418,20210418,"Bilych, Ivan (UKR)  ","Bilych, Ivan (UKR)  ","Bilych, Ivan (UKR)  ",,"Vusatiuk, Vladimir (UKR)   ",Chernivtsi,UKR,18.04.2021  12:08 ,0,21,13,13,557406,Schweizer System                                            ,4
416,"II Етап Кубка І-Ф ДЮСШ № 3, присвячений Дню Чорнобильської трагедіїТурнір C",20210417,20210417,"КЗ ""Івано-Франківська ДЮСШ № 3"" та ГО ""Федерація шахів м. Івано-Франківська""","14106329 Kobylianskyi, Ihor (UKR) NA",,,,"Шаховий клуб ""Дебют"" КЗ ""Івано-Франківська ДЮСШ № 3""",UKR,17.04.2021  18:35 ,0,18,9,9,557202,Schweizer System                                            ,4
417,Shahova Bukovyna-2021 (Rapid),20210417,20210417,"Bilych, Ivan (UKR)   ",,"Bilych, Ivan (UKR)   ","Vusatiuk, Vladimir (UKR)  ","Bodnar, Bogdan (UKR)  ",Chernivtsi,UKR,17.04.2021  15:52 ,3,21,9,9,556997,Schweizer System                                            ,4
418,"II Етап Кубка І-Ф ДЮСШ № 3, присвячений Дню Чорнобильської трагедіїТурнір A",20210417,20210417,"КЗ ""Івано-Франківська ДЮСШ № 3"" та ГО ""Федерація шахів м. Івано-Франківська""","14106329 Kobylianskyi, Ihor (UKR) NA",,,,"Шаховий клуб ""Дебют"" КЗ ""Івано-Франківська ДЮСШ № 3""",UKR,17.04.2021  13:57 ,0,11,9,9,557200,Schweizer System                                            ,4
419,Чемпіонат Донецької області до 8 та 10 років,20210413,20210417,,,Мартинков О.В.,,,,UKR,17.04.2021  13:53 ,0,24,9,9,556760,Schweizer System                                            ,4
420,Юні таланти-2021 (Вінниця),20210407,20210413,МДЮСШ №6,Боднар Микола,Боднар Богдан,,Дорофєєв Станіслав,Вінниця,UKR,13.04.2021  19:04 ,0,24,10,10,555749,Schweizer System                                            ,4
421,Чемпіонат ФШВ серед 1- юн розрядів,20210410,20210411,,,,,,Вінниця,UKR,12.04.2021  09:20 ,0,26,8,8,556340,Schweizer System                                            ,4
422,Чемпіонат ФШВ серед 3-х розрядів,20210410,20210411,Боднар Микола,Боднар Микола,Боднар Богдан,,,Вінниця,UKR,11.04.2021  16:22 ,0,23,8,8,556337,Schweizer System                                            ,4
423,Чемпіонат Тернопільської області з шахів серед юнаків та дівчат до 12 років,20210409,20210411,"Тернопільська ОДА, ТОШФ",,Трембач В.А.,Іскра О.В.,,м.Тернопіль,UKR,11.04.2021  14:47 ,0,22,9,9,556157,Schweizer System                                            ,4
424,Чемпіонат ФШВ серед 2-х розрядів,20210410,20210411,,,,,,Вінниця,UKR,11.04.2021  12:00 ,0,27,8,8,556277,Schweizer System                                            ,4
425,Всеукраїнський фінал ІІI Гімназіади України з шахів серед юнаків,20210406,20210410,,,Мартинков О.В.,,,с.Омельник,UKR,10.04.2021  13:41 ,0,18,7,7,551680,Schweizer System                                            ,4
426,Чемпіонат ФШВ серед безрозрядників,20210410,20210410,,,,,,Вінниця,UKR,10.04.2021  13:00 ,0,20,7,7,556276,Schweizer System                                            ,4
427,Всеукраїнський фінал ІІI Гімназіади України з шахів серед дівчат,20210406,20210410,,,Мартинков О.В.,,,с.Омельник,UKR,10.04.2021  12:16 ,0,10,7,7,551679,Schweizer System                                            ,4
428,"Турнір з швидких шахів вшанування пам'яті  дитячого тренера,майстра спорту України з шахів Мельниченка Олександра Миколайовича",20210403,20210404,,,"14143950 Cherniak, Olena  (UKR) NA",,,Lutsk,UKR,04.04.2021  14:10 ,0,21,9,9,555458,Schweizer System                                            ,4
429,Перший чемпіонат Золотоніської ОТГ з шахів,20210403,20210403,,,Ісько Я.М.,Грінько В.Я.,Синьоок М.П.,с. Деньги Золотоніського району Черкаської області,UKR,03.04.2021  15:23 ,0,17,9,9,555524,Schweizer System                                            ,4
430,Кваліфікаційний турнір з нормою 3 розряду,20210402,20210403,"Федерація шахів м.Кременчука, СК Нафтохімік",Зазуляк А.А.,Зазуляк А.А.,,Швачич М.,Кременчук,UKR,03.04.2021  12:54 ,0,15,9,9,555326,Schweizer System                                            ,4
431," Ukraine Chess Championship 2021, boys - U14, blitz",20210330,20210330,,,"Khamzin, Ruslan (UKR) IA ","Horoschavina, Oksana (UKR) ","Babych, Larisa (UKR) Novikov, Evgeniy (UKR) ",Kherson,UKR,30.03.2021  11:46 ,0,71,9,9,550729,Schweizer System                                            ,3
432," Ukraine Chess Championship 2021, girls - U14, blitz",20210330,20210330,,,"Khamzin, Ruslan (UKR) IA  ","Horoschavina, Oksana (UKR) ",,Kherson,UKR,30.03.2021  11:34 ,0,30,9,9,550730,Schweizer System                                            ,3
433," Ukraine Chess Championship 2021, boys - U14, rapid",20210329,20210329,,,"Khamzin, Ruslan (UKR) IA ","Horoschavina, Oksana (UKR)","Babych, Larisa (UKR) Novikov, Evgeniy (UKR)  ",Kherson,UKR,29.03.2021  16:37 ,0,78,9,9,550727,Schweizer System                                            ,3
434,"Ukraine Chess Championship 2021, girls - U14, rapid",20210329,20210329,,,"Khamzin, Ruslan (UKR) IA ","Horoschavina, Oksana (UKR)  ","Babych, Larisa (UKR) Novikov, Evgeniy (UKR)  ",Kherson,UKR,29.03.2021  16:31 ,0,32,9,9,550728,Schweizer System                                            ,3
435,"Фестиваль ""Шахматная весна"", турнир 1-2 разрядов",20210320,20210328,,,,,,,UKR,28.03.2021  16:43 ,0,16,9,9,553465,Schweizer System                                            ,3
436,"Фестиваль ""Шахматная весна"", турнир C",20210320,20210328,,,,,,,UKR,28.03.2021  16:18 ,0,17,9,9,553467,Schweizer System                                            ,3
437," Ukraine Chess Championship 2021, boys - U14, classic",20210320,20210328,,,"Khamzin, Ruslan (UKR) IA ","Horoschavina, Oksana (UKR)   ","Babych, Larisa (UKR)  Novikov, Evgeniy (UKR) ",Kherson,UKR,28.03.2021  14:17 ,0,88,9,9,550721,Schweizer System                                            ,3
438,Чемпіонат України серед юнаків до 14 років,20210320,20210328,,,Хамзін Р.А.,Хорошавіна О.В.,Бабич Л.О. Новіков Є.А.,Херсон,UKR,28.03.2021  14:17 ,0,88,9,9,550723,Schweizer System                                            ,3
439,"Ukraine Chess Championship 2021, girls - U14, classic",20210320,20210328,,,"Khamzin, Ruslan (UKR) IA ","Horoschavina, Oksana (UKR)","Babych, Larisa (UKR)  Novikov, Evgeniy (UKR) ",Kherson,UKR,28.03.2021  13:34 ,0,35,9,9,550725,Schweizer System                                            ,3
440,Кваліфікаційний турнір з шахів серед початківців 27 -28 березня  м.Кременчук,20210327,20210328,"Ск Нафтохімік, Федерація шахів м.Кременчука ",Зазуляк Андрій Андрійович,"Зазуляк А,А,",,Швачич М.,Кременчук,UKR,28.03.2021  11:34 ,0,19,8,8,554631,Schweizer System                                            ,3
441,"Фестиваль ""Шахматная весна 2021"", турнир Е",20210326,20210328,,,Аракелов Г.С.,,,Краматорск,UKR,28.03.2021  11:03 ,0,21,9,9,554497,Schweizer System                                            ,3
442,"Чемпіонат Токмака U-8, U-10",20210320,20210327,,,Дружинець О.В.,Нікіфоренко О.В.,,Токмак,UKR,27.03.2021  17:00 ,0,23,7,7,553208,Schweizer System                                            ,3
443,"Чемпіонат Токмака U-12, U-14",20210320,20210327,,,Дружинець О.В.,Нікіфоренко О.В.,,Токмак,UKR,27.03.2021  16:59 ,0,17,7,7,553207,Schweizer System                                            ,3
444,"Чемпіонат Токмака U-16, U-18",20210320,20210327,,,Дружинець О.В.,Нікіфоренко О.В.,,Токмак,UKR,27.03.2021  16:59 ,0,14,7,7,553197,Schweizer System                                            ,3
445,Відкрита Першість СК Нафтохімік- Шахи 960(шахи Фішера) м.Кременчук27.03.2021р.,20210327,20210327,Ск Нафтохімік,"Зазуляк А,А,","Зазуляк А.А,",,,Кременчук,UKR,27.03.2021  16:50 ,0,14,9,9,554661,Schweizer System                                            ,3
446,"Чемпіонат міста Ковеля з класичних шахів серед юнаків та дівчат до 10, до 12, до 14, до 16 та до 18 років",20210323,20210327,"ГО ""ШАХОВО-ШАШКОВА ФЕДЕРАЦІЯ МІСТА КОВЕЛЯ""",Черняк Олена Євгеніївна ,Черняк Олена Євгеніївна ,Портянко Тетяна Володимирівна,,М. Ковель,UKR,27.03.2021  14:01 ,0,24,9,9,554043,Schweizer System                                            ,3
447,"Фестиваль ""Шахматная весна"", турнир D",20210319,20210321,,,,,,Краматорск,UKR,26.03.2021  13:39 ,0,24,9,9,553222,Schweizer System                                            ,3
448,Чемпіонат Черкаської області з шахів серед юнаків до 10 років,20210324,20210326,Федерація шахів Черкаської області,,Фінкель В.Б. 1к.,Чопоров А.В. 2к.,Григор'єв О.В.,"м.Черкаси, вул.Благовісна 170/1",UKR,26.03.2021  12:14 ,0,16,9,9,554201,Schweizer System                                            ,3
449,Чемпіонат м. Дніпро з блискавичних шахів серед школярів,20210322,20210322,Федерація шахів м. Дніпро,Петров Г.С.,Макаревич В.І.,Варицький І.Є.,"Макаревич О.Л., Поліч С.В., Олексієнко Р.Ю., Єрьомін М.В., Дірявко Ю.П.",м. Дніпро,UKR,22.03.2021  17:43 ,0,32,9,9,553911,Schweizer System                                            ,3
